"name_with_owner","sha","author","date","verified","message","num_issues","commit_month","has_ci"
"relative-ci/bundle-stats","673ce03a578152632e4a0d68395c669977e1b655","vio","2021-07-26 17:24:46","false","fix(ui): Import utils dependencies from root",21,41,0
"relative-ci/bundle-stats","8a19612ae88d9b0bb4228d5364719c28f3afb183","vio","2019-05-19 21:52:08","false","chore: Update @relative-ci/webpack-bundle-stats-html-template

- BundleModules fixes
- Header fixes",3,15,0
"relative-ci/bundle-stats","12b3add45bb9647ee2ff2758477eebc58e04bfdb","vio","2019-05-13 20:22:16","false","fix: Table - render header only if need it",3,15,0
"relative-ci/bundle-stats","f429d2346aa0cd257d861116a9dfe8fd6fa1df7d","vio","2019-05-24 18:39:12","true","Merge pull request #99 from bundle-stats/renovate/regenerator-runtime-0.x

chore(deps): update dependency regenerator-runtime to v0.13.2",3,15,0
"relative-ci/bundle-stats","0a7e10c2bd4702e332b1045f58a5aff9f637b47e","vio","2020-07-29 17:07:51","true","Merge pull request #818 from relative-ci/renovate/css-loader-4.x

chore(deps): update dependency css-loader to v4",24,30,0
"relative-ci/bundle-stats","3ac3aed47e51fdd174a948071dde5d0de76c5a61","vio","2018-11-13 23:14:51","false","fix: Update source correctly",8,9,0
"relative-ci/bundle-stats","842b5f7b53a843149a20f86793f02e905c79b4ff","vio","2021-02-09 22:00:51","true","Merge pull request #1228 from relative-ci/update-summary

UI: Update summary",33,36,0
"relative-ci/bundle-stats","d891795ea2310fa34979d233b3760630161735ea","vio","2022-01-17 20:46:55","true","Merge pull request #1958 from Saikedo/master

adding apply method to BundleStatsWebpackPlugin to plugin typings.d.ts",21,47,0
"relative-ci/bundle-stats","dade3bf8b1c37d149b684d562e5fb73da95e4f2b","vio","2021-04-07 20:10:16","false","build: Eslint typescript support",25,38,0
"relative-ci/bundle-stats","8b346b5a03c5b09157a6d4909809bca4ba1b3c29","vio","2022-06-20 21:19:22","false","fix(ui): Correct peer dependencies",17,52,1
"relative-ci/bundle-stats","2743bebc296f489ad7ea97074a663cdb66e83766","renovate-bot","2020-03-06 01:43:37","true","Update dependency eslint-plugin-jest to v23.8.2",27,25,0
"relative-ci/bundle-stats","63d9e4215b9931dba0fc7011b89a0ce37ff0ea22","renovate-bot","2019-08-13 02:04:48","false","chore(deps): update storybook monorepo to v5.1.11",12,18,0
"relative-ci/bundle-stats","ee721f469c96a3a81d0b0b4785b2e360c81082e1","renovate-bot","2020-07-29 16:51:08","true","chore(deps): update dependency webpack to v4.44.0",24,30,0
"relative-ci/bundle-stats","6083b453438029abaf5f783f3b076aac544a2f3a","renovate-bot","2019-12-09 12:59:33","false","chore(deps): update dependency core-js to v3.4.8",15,22,0
"relative-ci/bundle-stats","5d829930eb6331c70e7e0a7a748f21247e14966d","renovate-bot","2019-12-09 13:01:50","false","chore(deps): update dependency eslint-plugin-import to v2.19.1",15,22,0
"relative-ci/bundle-stats","5748f2c21d87962740417acfb0abfe2d0293b223","renovate-bot","2019-12-12 19:14:00","false","fix(deps): update dependency update-notifier to v4",15,22,0
"relative-ci/bundle-stats","cfba473e31cd23128a20be79c1979136948ac3ad","vio","2023-03-22 20:35:25","true","Merge pull request #3205 from relative-ci/tweak-tooltip-hovercard

fix(ui): Tooltip/HoverCard - adjust timeouts",12,61,1
"relative-ci/bundle-stats","fc6aa79e5cc155ea72599abf9d9d2c028c07a96d","vio","2023-01-30 22:41:08","false","feat(ui): App - add DuplicatePackagesInsight",16,59,1
"relative-ci/bundle-stats","63edfcd725aa167a3a50518dff9033e1dd69a4e1","vio","2018-10-05 20:49:11","false","style: Resolve eslint errors",8,8,0
"relative-ci/bundle-stats","a6bdfd2e5458f6baf53009054bdab196f3decceb","vio","2021-03-20 23:27:53","false","fix(ui): Filters - overflow if there more than 20 items",30,37,0
"relative-ci/bundle-stats","04ab4459dc69218b0a9cbfd76c4a86e822de584d","vio","2021-03-05 18:42:19","true","Update CHANGELOG.md",25,37,0
"relative-ci/bundle-stats","d16e3668bc67c1e65e5c96bee18edc957bf7c58f","vio","2022-07-02 20:23:46","false","fix(plugin-webpack-filter): Export types",17,53,1
"relative-ci/bundle-stats","960e0617d82590931448a77925e418e18c0798df","vio","2019-11-23 19:46:27","false","refactor(utils): createJob - use source extract function

- drop createStats
- per source createSummary
- update job structure",16,21,0
"relative-ci/bundle-stats","a369b55c9a1660938302a82864d584e415a65062","vio","2019-03-31 10:06:33","false","feat: BundleChunkModules",3,14,0
"relative-ci/bundle-stats","cf277d30ae5f0d9586f12b89353511d758926583","vio","2021-05-18 18:10:43","true","Merge pull request #1444 from relative-ci/update-relative-ci-agent

chore: Update @relative-ci/agent - support for concatenated modules",21,39,0
"relative-ci/bundle-stats","a669c6b849406c5032a3092736dd79ec14cfd5a4","vio","2019-05-05 16:27:55","false","chore: Update @relative-ci/agent",3,15,0
"relative-ci/bundle-stats","26c61d6764d943f70ebbd11125d3885b136ed379","vio","2019-05-04 11:35:38","false","feat: Panel - add custom render component",3,15,0
"relative-ci/bundle-stats","a63f19203521328aaed5195d7854358ea15e7359","vio","2022-07-08 20:08:24","true","Merge pull request #2465 from relative-ci/share-types

Share filtered types",16,53,1
"relative-ci/bundle-stats","5416c4b1ef7bb8b325e004f8771e0087091348a0","vio","2021-02-27 12:14:56","false","feat(ui): BundlePackages - add title with popover info",30,37,0
"relative-ci/bundle-stats","a801abdce3935c450cb96beacda570638f5c1e55","vio","2019-05-12 11:56:02","true","Merge pull request #2 from relative-ci/create-job

Create job",3,15,0
"relative-ci/bundle-stats","e2ec1b107629f3e682005a1d5d62d55de70ba7e1","vio","2019-07-07 18:57:28","false","feat(html-template): Remove logo",7,17,0
"relative-ci/bundle-stats","6f55898f7137c7b0664af315e6156b8e742b7517","vio","2023-01-17 21:04:28","false","perf(ui): BundleModules - prevent multiple renders",17,59,1
"relative-ci/bundle-stats","5be6cc63662f317ed72e8bd6adcda8668b9fdbc0","vio","2021-04-04 16:50:51","false","fix(cli): Import utils polyfills",25,38,0
"relative-ci/bundle-stats","a6be8dba3f30b2a0e1480e5aa19a31b398184869","vio","2020-04-21 05:45:03","false","fix(utils): Webpack - shorten metric labels",23,26,0
"relative-ci/bundle-stats","545e01d922acdf1e352f3800ae11f977d9be33e8","vio","2019-06-02 10:41:51","true","Merge pull request #128 from bundle-stats/renovate/webpack-dev-server-3.x

chore(deps): update dependency webpack-dev-server to v3.5.1",4,16,0
"relative-ci/bundle-stats","8b313428ab3c88e6f23707a248a1910974d3bd73","vio","2021-03-01 22:18:13","false","refactor: Move component state query string generation in utils",25,37,0
"relative-ci/bundle-stats","3176aac1c51756aa0ae97c0c6e8de5a5ac294528","renovate-bot","2019-06-05 08:43:40","true","chore(deps): update storybook monorepo to v5.1.1",7,16,0
"relative-ci/bundle-stats","585f651fec20bc84bdf0b2cb985a5cf06fd22604","renovate-bot","2019-09-06 17:43:54","false","chore(deps): update babel monorepo to v7.6.0",8,19,0
"relative-ci/bundle-stats","532fa3fbab4e255f44e7f6b3f97db2fe2421c70d","renovate-bot","2019-07-01 23:34:12","false","chore(deps): update dependency eslint-config-airbnb to v17.1.1",7,17,0
"relative-ci/bundle-stats","8da35c80d26c46c4eff5b19901469fb36276560f","renovate-bot","2019-12-12 16:55:25","false","chore(deps): update dependency css-loader to v3.3.2",15,22,0
"relative-ci/bundle-stats","1397ec6d54efc7800adfbff32b1f5094d7802d41","Chris3773","2021-02-10 20:06:45","false","Remove no-param-reassign from base name.",32,36,0
"relative-ci/bundle-stats","9b72f1a8d786f12fa5ce3a59a0fded05c751e939","vio","2020-02-29 17:17:37","false",":package: release v2.0.0",27,25,0
"relative-ci/bundle-stats","1cff1df36c177d18210f3c36bd471fc41e68e391","vio","2021-02-27 12:32:12","false","refactor(ui): Popover - extract specific styles",30,37,0
"relative-ci/bundle-stats","4c7ffbbbdcc0f890786507a6742b1749cc0a5648","vio","2021-02-09 19:31:38","false","fix(ui): FlexStack - stretch full height",33,36,0
"relative-ci/bundle-stats","60ab489003979a8c9089bd9a6a30b0762061e55d","vio","2020-04-11 11:51:33","false","fix(ui): Table - use unique keys",27,26,0
"relative-ci/bundle-stats","849e5c0d8075bb479fb8ef99f0ad55d4ef1b0592","vio","2020-01-29 00:24:01","true","Merge pull request #599 from relative-ci/fix-next-plugin-config

fix(next-plugin): Process existing config",21,23,0
"relative-ci/bundle-stats","16a92eee11890b6ed63001ce88e0910f2684cb08","vio","2019-03-29 21:31:07","false","build(storyshots): Render charts in jest",3,14,0
"relative-ci/bundle-stats","c135bede9c06420c9c8cb049d09ff86a53f8f141","vio","2019-05-07 21:44:03","false","feat: Update charts

- reuse container
- add titles",3,15,0
"relative-ci/bundle-stats","8161b0bb5b7a3e3ce55c25259ecc6c770d45512f","vio","2020-06-17 15:47:26","true","Merge pull request #781 from relative-ci/renovate/stylelint-13.x

chore(deps): update dependency stylelint to v13.6.1",23,28,0
"relative-ci/bundle-stats","621f778fbad79882ca748bc3273f0cf8ea3ce294","vio","2022-03-03 23:43:03","true","Merge pull request #2098 from relative-ci/fix-ui

Fix UI",21,49,1
"relative-ci/bundle-stats","a9b67763b307a20f4feeb952b38e7797935c3528","vio","2019-08-07 20:55:47","false","fix(web-compare): Update layout styles",12,18,0
"relative-ci/bundle-stats","78ba935805ca4a5ae12689d27e0fc36e84fcdbe9","vio","2019-05-09 21:49:34","false","build: Add Jest setup",3,15,0
"relative-ci/bundle-stats","36f2cdffbfd6db3340137c6886fd81b1c942dcaa","vio","2019-11-10 07:21:23","false","fix(ui): JobsHeader - update styles",19,21,0
"relative-ci/bundle-stats","2de340adbd3d9817c3307587a9f29ff76cf146ad","vio","2020-02-08 10:42:02","true","Merge pull request #600 from relative-ci/renovate/babel-monorepo

Update babel monorepo to v7.8.4",21,24,0
"relative-ci/bundle-stats","9c09c9504f6cf796860662a1db9617a5b70e9f47","vio","2023-04-13 22:34:21","false","v4.3.2",12,62,1
"relative-ci/bundle-stats","99ce1e8b1b68fd9e50086879bdd01eab664dd29c","vio","2021-12-23 18:54:52","false","refactor(ui): SummaryItem - use HoverCard",19,46,0
"relative-ci/bundle-stats","af21e891a906c38fb21ea597971567ce6f3b762c","vio","2019-05-15 18:34:33","false","feat(MetricsTable): Apply unchanged styles only when there are multiple runs",3,15,0
"relative-ci/bundle-stats","dafbc8ecef26c901c36cea993dff491d271e0d1b","vio","2021-02-27 22:19:27","true","Merge pull request #1270 from relative-ci/flat-modules

Show all modules",29,37,0
"relative-ci/bundle-stats","76ce72f29f147b3b44dffc47354c483a6b5344a3","vio","2019-07-10 20:52:14","false","refactor(utils): Move utils/get-metric to metrics/get-metric-type",7,17,0
"relative-ci/bundle-stats","973ae265d6da14b240bd891ef19dba7aaa5ca634","vio","2020-04-11 16:10:51","true","Merge pull request #707 from relative-ci/renovate/stylelint-13.x

chore(deps): update dependency stylelint to v13.3.2",24,26,0
"relative-ci/bundle-stats","bdeb2cd2740974098aefb3059d049a0481b8b252","vio","2019-09-22 18:03:45","false","feat(ui): Add packageCount summary item",7,19,0
"relative-ci/bundle-stats","6b37dbf9030245b93ea27227ace1f1654e567cc5","vio","2021-11-17 20:42:18","false","build: Add dependabot automerge workflow",21,45,0
"relative-ci/bundle-stats","c17872952db783fbc039c3e87122e3b3e9c1b654","vio","2020-05-25 21:13:43","true","Merge pull request #754 from relative-ci/renovate/lerna-monorepo

chore(deps): update dependency lerna to v3.22.0",23,27,0
"relative-ci/bundle-stats","1c73164065693b27dfa8bdc673f1f34d162ef284","vio","2023-04-13 21:39:38","true","Update dependencies (#3275)

* build(deps-dev): bump @types/react from 18.0.34 to 18.0.35

Bumps [@types/react](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/react) from 18.0.34 to 18.0.35.
- [Release notes](https://github.com/DefinitelyTyped/DefinitelyTyped/releases)
- [Commits](https://github.com/DefinitelyTyped/DefinitelyTyped/commits/HEAD/types/react)

---
updated-dependencies:
- dependency-name: ""@types/react""
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>

* build(deps-dev): bump webpack from 5.78.0 to 5.79.0

Bumps [webpack](https://github.com/webpack/webpack) from 5.78.0 to 5.79.0.
- [Release notes](https://github.com/webpack/webpack/releases)
- [Commits](https://github.com/webpack/webpack/compare/v5.78.0...v5.79.0)

---
updated-dependencies:
- dependency-name: webpack
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>

* build(deps): bump core-js from 3.30.0 to 3.30.1

Bumps [core-js](https://github.com/zloirock/core-js/tree/HEAD/packages/core-js) from 3.30.0 to 3.30.1.
- [Release notes](https://github.com/zloirock/core-js/releases)
- [Changelog](https://github.com/zloirock/core-js/blob/master/CHANGELOG.md)
- [Commits](https://github.com/zloirock/core-js/commits/v3.30.1/packages/core-js)

---
updated-dependencies:
- dependency-name: core-js
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>

---------

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>
Co-authored-by: github-actions[bot] <41898282+github-actions[bot]@users.noreply.github.com>",12,62,1
"relative-ci/bundle-stats","f9d1f09c31fbc0102bc040bb7f35870f78526dcd","vio","2023-07-23 22:46:31","false","build: Test packages - disable fail fast",12,65,1
"relative-ci/bundle-stats","55a599a2ca7526fc08c89ddb7df9245d65c005e9","renovate-bot","2020-01-14 10:06:34","false","chore(deps): update storybook monorepo to v5.3.3",16,23,0
"relative-ci/bundle-stats","c3e75f43f8847986b618f36d0fff3374274ce390","renovate-bot","2019-08-31 07:21:03","false","chore(deps): pin dependency cross-env to 5.2.0",10,19,0
"relative-ci/bundle-stats","69f5aa0457e7ba819ec4628f7a7008cabb358ad9","renovate-bot","2019-07-18 21:49:03","false","chore(deps): update dependency husky to v3.0.1",7,17,0
"relative-ci/bundle-stats","a4aa2b1bf5f0094e6d0b44a6304446057ee6dc42","renovate-bot","2019-09-05 17:43:17","false","chore(deps): update dependency terser-webpack-plugin to v2",9,19,0
"relative-ci/bundle-stats","8818d4843bcb9bc369036eae79e930c4e2269d36","vio","2022-10-05 21:10:47","false",":package: release v4.1.0",14,56,1
"relative-ci/bundle-stats","6be0954e20327dc882e1e82ac95008c4200eaed1","vio","2023-01-25 22:52:15","false","build: Upload argos-ci screenshots only on branches",17,59,1
"relative-ci/bundle-stats","77a253ef293f09f72e83d980d8dddfef3f3bab0d","vio","2023-10-04 20:02:48","false","feat: Webpack - update metric configs

- explicit regresion/improvement
- support for skipDelta (cacheInvalidation)",0,68,1
"relative-ci/bundle-stats","1b9e56f170834a0a111f8d19fab220d6e7f69095","vio","2022-01-22 15:00:27","false","feat(ui): Separator component",20,47,0
"relative-ci/bundle-stats","bdb941e95d3e67a4f4ed8f66f9040fe298bc439a","vio","2019-07-20 16:30:43","true","Merge pull request #226 from bundle-stats/fix-core-js

Fix core js",8,17,0
"relative-ci/bundle-stats","7a80897bb252eaf5475aceb4c84ba7ace7c3c9ee","vio","2019-11-14 21:42:23","false","feat(ui): Add clear filters functionality",18,21,0
"relative-ci/bundle-stats","f5bfa0a24e8b7963135fee6ab3247068331231d1","vio","2019-05-28 22:18:23","false","fix: UI - Footer

- fix links
- update layout",7,16,0
"relative-ci/bundle-stats","b8a1f0e99b147e7463c2b1e28e581519b27201be","vio","2022-04-09 14:09:42","true","Merge pull request #2123 from relative-ci/enhance-summary-metrics

Enhance Summary",18,50,1
"relative-ci/bundle-stats","a134acfac228ff4c6d2a5bc7bb11f06830518860","vio","2019-07-09 17:47:38","false","feat(utils): Generate modules report",7,17,0
"relative-ci/bundle-stats","e0f2aaa9948db95744d864adfc3997ac7e6fb20e","vio","2019-05-09 22:11:55","false","feat: Create stats report from data",3,15,0
"relative-ci/bundle-stats","9e635753e57a4a16cc6e43d3658a499865ded1c4","vio","2022-01-29 18:43:30","false","Revert ""fix: Remove setup-node cache input""

This reverts commit 5a9db830ef164b9113318e844266593c6114c7b3.",20,47,1
"relative-ci/bundle-stats","3ed24f3ae73891a93b4f5bed654d0499439379cb","vio","2019-10-12 16:22:10","false","v1.11.0",8,20,0
"relative-ci/bundle-stats","cdec102af25bd7b7db0960747fda6efbc86832d4","vio","2019-09-05 16:33:21","false","feat(ui): Extract Dropdown component",9,19,0
"relative-ci/bundle-stats","8e5362d5b5127592fba48a8f3e4eb23728c565a2","vio","2022-12-03 13:49:41","true","Merge pull request #2918 from relative-ci/fix-popovers

Fix popovers",15,58,1
"relative-ci/bundle-stats","773a497e791707580c83bd7fb27c1fc5bf18f40d","vio","2019-05-12 12:44:35","false","feat: Extract only the necessary data",3,15,0
"relative-ci/bundle-stats","6a48b91e459e67e7838b866168f4941db67ee94b","vio","2019-12-07 10:51:07","false","build: Lerna - run publish for all packages",15,22,0
"relative-ci/bundle-stats","533badaf2c1090f8223c6ddfba457b63f24c48ed","vio","2022-11-23 20:03:37","true","Merge pull request #2857 from lgtm-migrator/codeql

Add CodeQL workflow for GitHub code scanning",16,57,1
"relative-ci/bundle-stats","958f80698c656eedb9ce07c404b2e405d9a03c84","vio","2021-02-04 20:56:49","false","fix(ui): BundleAssetsTotalsTable - add custom ComponentLink prop",24,36,0
"relative-ci/bundle-stats","c4a4e25da1cf3a3e08f213abcc1fd58628c538c8","vio","2021-11-22 20:15:39","false","chore(html-templates): Move dependencies as devDependencies",20,45,0
"relative-ci/bundle-stats","011a01e931991a5aab19434948b88122be097d5a","vio","2022-03-09 21:32:18","true","Merge pull request #2112 from relative-ci/fix-layout-spacing

fix(ui): App - consistent vertical spacing",21,49,1
"relative-ci/bundle-stats","d469cbee215f9bb27193fc108b580ee8352e234e","vio","2020-07-03 20:52:07","true","Merge pull request #803 from relative-ci/renovate/eslint-7.x

chore(deps): update dependency eslint to v7.4.0",24,29,0
"relative-ci/bundle-stats","aa8110d13772aa5dae70d4436cca2f3c91ba4637","vio","2018-02-17 14:19:55","false","Tweak assets filer",0,0,0
"relative-ci/bundle-stats","c376b72864892348db550a93f3c0e96c01ede5fb","vio","2018-02-11 21:58:57","false","Add Netlify redirects",0,0,0
"relative-ci/bundle-stats","8641331b6390d668bd7d5b417e53cb3576cc496d","renovate-bot","2020-03-01 18:02:28","true","Update dependency preact to v10.3.3",27,25,0
"relative-ci/bundle-stats","15dfc27d716fd423cb9859bde0e3f5d26b68a02b","renovate-bot","2019-10-21 17:21:03","false","chore(deps): update dependency core-js to v3.3.3",11,20,0
"relative-ci/bundle-stats","6bef722a1d2b81a2e54d87518d5e58b65238467d","renovate-bot","2020-03-05 20:37:28","true","Update dependency cross-env to v7.0.2",27,25,0
"relative-ci/bundle-stats","fca39e93edf4cfd61275c0c8b793e6d832722406","renovate-bot","2019-07-18 10:36:14","false","chore(deps): update dependency css-loader to v3.1.0",7,17,0
"relative-ci/bundle-stats","8299a194aef1f02af3e3e3c56de5822ff4de2b46","renovate-bot","2020-01-21 17:07:41","false","chore(deps): update storybook monorepo to v5.3.8",15,23,0
"relative-ci/bundle-stats","4b5f92359cfa0d0b3f10d56a7c218904ae3a94c5","renovate-bot","2020-04-09 16:45:56","true","Update dependency core-js to v3.6.5",28,26,0
"relative-ci/bundle-stats","e6ca11564d0924611ff0b4ca773292a1204e9b5a","renovate-bot","2019-07-16 20:54:51","false","chore(deps): update dependency mini-css-extract-plugin to v0.8.0",7,17,0
"relative-ci/bundle-stats","f2ac1c93620b2d70810c92573e3861e3697c539a","renovate-bot","2019-09-28 18:36:08","false","chore(deps): update react monorepo to v16.10.1",9,19,0
"relative-ci/bundle-stats","15ccf2ac4b083cfd4d9360a4b0305462d15347cd","vio","2020-03-31 17:48:40","false","feature: Add MetricsTableSearch component",27,26,0
"relative-ci/bundle-stats","daf082eaa9aad57afe14a4ab1942c0d6c3c82ae9","vio","2022-07-09 14:33:19","false","fix(ui): Filters - toggle based on value",14,53,1
"relative-ci/bundle-stats","03015cec90c8988f3b5b10c89d8a1b1003d4808a","vio","2020-01-14 21:56:05","false","refactor(utils): Rename warnings to insights",15,23,0
"relative-ci/bundle-stats","01cb4f131951dcb9c1c39d6cddae5023e0b0ce78","vio","2019-09-12 17:23:00","false","fix(ui): SummaryItem - use correct font-size for large modifier",7,19,0
"relative-ci/bundle-stats","c69cb4eca376d1fcfa5c207704684b1bcffcda79","vio","2021-01-31 17:29:08","false","feat(ui): Enable URL state",25,35,0
"relative-ci/bundle-stats","1417d464756e78d542a141359f12a4acc3da9c9d","vio","2023-01-19 22:13:31","true","Merge pull request #3030 from relative-ci/ui-tweaks

ui tweaks",17,59,1
"relative-ci/bundle-stats","24af7552f77bfade824aad9470662b1fd55a567c","vio","2020-05-18 20:37:43","true","Merge pull request #743 from relative-ci/renovate/stylelint-13.x

chore(deps): update dependency stylelint to v13.4.1",23,27,0
"relative-ci/bundle-stats","f6e48c37429134639dd615ae46edae11af94da68","vio","2021-02-10 21:47:34","true","Merge pull request #1229 from Chris3773/support-file-query

Support files that have a query in the file name.",32,36,0
"relative-ci/bundle-stats","a422defa8f4afd1b5bc89195e09a8e66d0a7f341","vio","2019-12-07 10:47:13","false","refactor: cli-utils - share cli and webpack-plugin logic",15,22,0
"relative-ci/bundle-stats","6bb1ad76fbcd6229216743854aebedf6c4cac47e","vio","2019-09-18 21:52:42","false","fix(ui): SummaryItem - tweak spacing and typography",7,19,0
"relative-ci/bundle-stats","46082d6fd782e6861f4dfe54829b7ed6f3a1f30a","vio","2021-03-24 21:19:56","false","fix(ui): Dropdown - consistent usage and styling",24,37,0
"relative-ci/bundle-stats","7358d0951e63b0121bfaabfe41eeb5263be429e2","vio","2020-04-10 09:19:45","true","Merge pull request #699 from relative-ci/renovate/moonwalker-orbit-ui-1.x

Update dependency @moonwalker/orbit-ui to v1.14.13",28,26,0
"relative-ci/bundle-stats","b8e8575cd5ef65920196e401c37e8584eddf57f3","vio","2020-09-13 20:29:03","true","Merge pull request #899 from relative-ci/fix-ui

Fix ui",24,31,0
"relative-ci/bundle-stats","7c51e84eae0315f6bedbc2da8d3e0e27806dd9a1","vio","2019-01-05 08:30:11","false","feat: Add format utilities",8,11,0
"relative-ci/bundle-stats","88e340076e951abbb9d83ee28b127072d8ed5045","vio","2020-08-15 12:19:28","true","Update dependencies (#838)

* chore(deps): update dependency preact to v10.4.7

* chore(deps): update dependency css-loader to v4.2.1

* chore(deps): update dependency whatwg-fetch to v3.4.0

* chore(deps): update dependency enzyme-adapter-react-16 to v1.15.3

* chore(deps): update dependency terser-webpack-plugin to v4.1.0

* chore(deps): update dependency mini-css-extract-plugin to v0.10.0

* chore(deps): update storybook monorepo to v6

* chore(deps): update jest monorepo to v26

* chore(deps): update storybook monorepo to v6.0.1

* chore(deps): update storybook monorepo to v6.0.2

* chore(deps): update storybook monorepo to v6.0.3

* chore(deps): update storybook monorepo to v6.0.4

* chore(deps): update storybook monorepo to v6.0.5

* chore(deps): update jest monorepo to v26.4.0

* fix(deps): update dependency lodash to v4.17.20

* chore(deps): update storybook monorepo to v6.0.6

* chore(deps): update storybook monorepo to v6.0.7

* chore(deps): update dependency eslint to v7.7.0

* chore(deps): update storybook monorepo to v6.0.9

* chore(deps): update storybook monorepo to v6.0.10

Co-authored-by: Renovate Bot <bot@renovateapp.com>",25,30,0
"relative-ci/bundle-stats","b8c5e3ebba571562964e70dc91b746603320a036","vio","2020-07-05 12:49:28","false","fix(ui): Delta - remove layout styling",24,29,0
"relative-ci/bundle-stats","2a21fd8763acb0550b2b02941cdea28048a27e5c","vio","2021-03-04 20:27:34","false","chore: Update publish/bump - create release",25,37,0
"relative-ci/bundle-stats","31cad2fcb1fa72e427dc092d7dfae22ae2fa759b","vio","2022-01-25 19:17:48","false","doc: Add GitHub action build badge",20,47,0
"relative-ci/bundle-stats","2a1cdc0f26d4052e6e8d444bf30f158fef7f05b4","vio","2019-10-08 04:08:52","false","fix(ui): Footer - updates

- add changelog, roadmap links
- fix layout styles",9,20,0
"relative-ci/bundle-stats","aa8c28b745bf3f9bc86da59159388dd237fd4d13","vio","2019-05-11 15:43:00","false","build: Enable css minification",3,15,0
"relative-ci/bundle-stats","ca3f673e72d7d554136fecd346011f235ee9f91c","vio","2019-07-17 22:00:15","false","Merge branch 'master' of github.com:bundle-stats/bundle-stats",7,17,0
"relative-ci/bundle-stats","12e2992833ddb0c328911653f145a02c0ccac2f0","vio","2019-08-19 05:39:04","false","build(web-compare): Fix test script",10,18,0
"relative-ci/bundle-stats","90c1cf0f7dd95326140e4184ac72b4baeeab8df1","vio","2022-07-16 15:52:07","false","v4.0.0-rc.7",14,53,1
"relative-ci/bundle-stats","854b290f5240b2a4747c7d2846fa6a1f52bc8685","vio","2021-05-15 21:45:00","false","fix(ui): Popover - text align left",22,39,0
"relative-ci/bundle-stats","05f22efa73ff6400dca83ba9050b98cfdf8783e2","vio","2021-03-30 21:38:16","true","Merge pull request #1372 from relative-ci/fixes

Fixes",26,38,0
"relative-ci/bundle-stats","4d764bab52d562440ad23529e34440c9f3946dad","vio","2019-05-07 18:05:51","false","feat: Add fb & twitter screenshots",3,15,0
"relative-ci/bundle-stats","aad051167ef9548ee8b94f32179d6ee7446a6094","vio","2023-05-21 14:44:13","true","Merge pull request #3385 from relative-ci/fix-cli-dev-dependencies

fix(cli): Pin dev dependencies",12,63,1
"relative-ci/bundle-stats","910b05ca92fb46fcb96abd04db5499a68f291d3b","vio","2021-03-23 17:44:49","false","chore: Update reakit",27,37,0
"relative-ci/bundle-stats","eddb51e017dba86a401675a4a87580043f30ba15","vio","2020-12-27 19:54:43","false","fix(html-templates): Use i18n exports",26,34,0
"relative-ci/bundle-stats","f0d6bd26c6ab3e54d548bbb2756d76708ea8bce1","vio","2021-07-16 18:53:45","false","fix(utils): Assets - replace 5 char hashes",23,41,0
"relative-ci/bundle-stats","933dc16d3779edd5f09ec3f0f87ad204bb694c66","vio","2018-11-13 23:18:42","false","1.1.0",8,9,0
"relative-ci/bundle-stats","c6c5bbdc8eff6519e1fa91ffa6090dcf757ba878","vio","2020-09-05 16:47:23","false","fix(ui): Header - switch to one row at 768",24,31,0
"relative-ci/bundle-stats","c854d097d5be3914935ebf0af668e0f059015d69","vio","2019-12-03 22:30:58","false","fix(ui): Export Dropdown from /components",15,22,0
"relative-ci/bundle-stats","53e22ac5f724f78409ec0228f1bd1a7dd075d3d1","vio","2019-07-17 17:46:49","false","feat(bundle-stats): Output report as JSON

rel #131",8,17,0
"relative-ci/bundle-stats","e7437a7aae8cdee3b860fdd017119d631207f2a2","vio","2023-02-10 18:19:14","false","refactor(utils): Extract insight data.text",12,60,1
"relative-ci/bundle-stats","1afafef85bcd2b3e175d8562d668bd2b1dbc3eab","vio","2023-04-07 15:21:22","false","feat(ui): EntryInfo - use Table for runs",13,62,1
"relative-ci/bundle-stats","31f0181328173baf9dd5d1dd6f92a4703fc6a4d3","vio","2020-04-21 21:49:38","false","fix(ui): Icon - allow svg compontents as glyphs",23,26,0
"relative-ci/bundle-stats","adecabc2a26b64d58da9bee80912f4052476a1d3","vio","2022-01-12 19:43:16","false","refactor(ui): Tooltip - use radix-ui",21,47,0
"relative-ci/bundle-stats","8b30c1ffa0cbfb463a3efc35354470c6a6d9630d","vio","2021-03-21 10:51:10","false","feat(ui): MetricsTableOptions component",30,37,0
"relative-ci/bundle-stats","886d7233f44305b5f48c8a08eaec54b4b2c905db","vio","2020-03-13 22:25:02","true","Merge pull request #658 from relative-ci/renovate/regenerator-runtime-0.x

chore(deps): update dependency regenerator-runtime to v0.13.5",27,25,0
"relative-ci/bundle-stats","c129f228a8897080db563562db9fcff982fce05f","vio","2020-10-07 22:06:45","true","Merge pull request #939 from relative-ci/webpack-5

Webpack 5",25,32,0
