"name_with_owner","sha","author","date","verified","message","num_issues","commit_month","has_ci","is_core","first_commit","days_since_first"
"microsoft/azuredatastudio","07b2b8128a7df3a571a39b1706dad098e26ce4c2","smartguest","2021-11-03 18:55:26","true","[Loc] update to workspace trust xlf (#17584)",543,48,1,1,"2017-11-02 01:00:14","1462.75"
"microsoft/azuredatastudio","d4509a6528ad086a9dd57ab4c3b051385af924d6","aasimkhan30","2022-06-16 21:07:45","true","Removing truncation from tab header components to make it match the portal look (#19746)

* Fixing truncated tab headers

* Localizing changes to horizontal tab headers

* Remove max - width

* Reverting older changes",547,55,1,1,"2017-11-02 01:00:14","1685.84"
"microsoft/azuredatastudio","b194a5a784f4041ba48a2ba40ec1731428fa5846","aasimkhan30","2022-05-24 17:28:50","true","updating gulp-eslint (#19491)",574,55,1,1,"2017-11-02 01:00:14","1663.69"
"microsoft/azuredatastudio","88c9e0b4929abf68bd1804f2cc3ce05776a0ef32","smartguest","2023-05-02 00:20:51","true","[Loc] update to XLF on 5-1-2023 prior to code complete (#22921)",298,66,1,1,"2017-11-02 01:00:14","2006.22"
"microsoft/azuredatastudio","4d78aefe573a737a35b6685ecb3ab3b9d491c73f","aasimkhan30","2021-03-26 17:32:28","true","Fixing bugs for migration extension private preview 1. (#14872)

* Fixing Database backup page target layout

* Filtering out Azure sql db issues from assessment results
Correcting the database count for issued databases in sku rec page.

* Adding copy migration details button to migration status

* Adding start migration button to toolbar

* Fixing a syntax error in package.json

* Adding rg and location to target selection page
Filtering storage account by target location.

* Fixing dashboard title to azure sql migration

* Not making assessment targets selected by default.

* Adding tooltip for database and instance table items.

* Fixing duplicate task widget

* Some fixes mentioned in the PR
Localizing button text
renaming  a var
changing null to undefined.

* Adding enum for Migration target types

* Fixing a critical multi db migration bug because of unhandled race condition

* Adding Azure location api to azure core

* Adding source database info in status",1060,41,1,1,"2017-11-02 01:00:14","1240.44"
"microsoft/azuredatastudio","6bfa92936eef5e84593824aebc633472feaa611e","aasimkhan30","2023-11-03 16:49:45","true","Fixing dashboard tab loading for non activable extensions (#24871)",30,72,1,1,"2017-11-02 01:00:14","2193.16"
"microsoft/azuredatastudio","447b663945682cd8c467925ceed9551eadfd11e4","csigs","2022-01-07 17:19:37","true","LEGO: check in for main to temporary branch. (#18017)",567,50,1,1,"2017-11-02 01:00:14","1526.68"
"microsoft/azuredatastudio","58d5f317d37538384c5d4dccbe6dfae2f446cecc","csigs","2021-10-15 09:36:12","true","LEGO: check in for main to temporary branch. (#17368)",546,47,1,1,"2017-11-02 01:00:14","1439.11"
"microsoft/azuredatastudio","4b40d66bca7deebf428a0164854cf829568f02b9","Charles-Gagnon","2021-02-24 20:49:54","true","Add IconPath type (#14420)

* Add IconPath type

* Add ThemedIconPath subtype

* Update type",1045,40,1,1,"2017-11-02 01:00:14","1208.58"
"microsoft/azuredatastudio","ba85d370d6f842d6a834488b293662f9fd0c84b2","Charles-Gagnon","2020-10-09 17:15:45","true","Remove arc preview setting (#12850)",999,35,1,1,"2017-11-02 01:00:14","1068.18"
"microsoft/azuredatastudio","e97429cb74b9511320a752df50b0db808339503f","Charles-Gagnon","2021-03-10 23:03:14","true","Bump arc version (#14653)",1066,40,1,1,"2017-11-02 01:00:14","1224.67"
"microsoft/azuredatastudio","0a3d109073aec9898d884192f861a27e3ec982fb","alanrenmsft","2020-08-07 04:21:50","true","custom hint text (#11705)",972,33,1,1,"2017-11-02 01:00:14","1005.64"
"microsoft/azuredatastudio","a273c54ebb3cdb53cda2afdccd99a76497279053","alanrenmsft","2021-11-18 18:41:12","true","properties pane improvements (#17700)",545,49,1,1,"2017-11-02 01:00:14","1477.74"
"microsoft/azuredatastudio","d013b594b1fca878aeaaee7e3a7403b80f966053","alanrenmsft","2019-10-25 03:13:32","true","suppress the alert (#8007)",1165,24,0,1,"2017-11-02 01:00:14","718.34"
"microsoft/azuredatastudio","8bd71253925a381efba1b77a435c7570f00e30c0","rchlkm","2021-08-12 18:20:06","true","Add required indicator across SQL Migration extension (#16057)",1036,45,1,0,"2017-11-02 01:00:14","1376.47"
"microsoft/azuredatastudio","87f8f2fd9070a65d2458ed98520526b6b8ab02f3","Charles-Gagnon","2022-06-28 00:29:49","true","Additional SQL Proj cleanup (#19836)",540,56,1,1,"2017-11-02 01:00:14","1696.98"
"microsoft/azuredatastudio","4afa282ef9fd6d3869ae32801cd3df2b3bf877b2","corivera","2019-08-26 16:57:52","true","Add Insert Cell actions back into cell overflow menu in Notebooks. (#6930)",1073,22,0,1,"2017-11-02 01:00:14","659.92"
"microsoft/azuredatastudio","6c2e713a92408a3378b465df0d33f49315ecbf1e","alanrenmsft","2021-01-08 02:39:31","true","toggle focus between query and results (#13928)

* toggle focus between query and results

* focus on tab

* comments",1043,38,1,1,"2017-11-02 01:00:14","1161.82"
"microsoft/azuredatastudio","b00352570b2c16a030f7472b2b9796e1943a2e91","chlafreniere","2019-03-21 23:06:17","true","Fix the ""Failed to show notebook document"" errors (#4649)",891,17,0,1,"2017-11-02 01:00:14","505.17"
"microsoft/azuredatastudio","8bb71eeb51b91aaf68a0cc4897f8b94ebe263d93","corivera","2019-02-23 01:31:24","true","Fix lingering bugs from notebook code merge. (#4143)

* Add request to notebook dependencies.
* Use offline python package for windows installation.",808,16,0,1,"2017-11-02 01:00:14","476.27"
"microsoft/azuredatastudio","87cc5684935cce106fbb313889c6a31c108de3d0","brian-harris","2021-07-30 21:40:03","true","update extension package to v 0.1.5 (#16504)",1024,45,1,1,"2017-11-02 01:00:14","1364.61"
"microsoft/azuredatastudio","efc818295430f1aa8fc068930b1423c39b170b29","kisantia","2020-07-23 00:59:26","true","fix sql proj sqlcmd table showing after loading profile when it shouldn't (#11479)",948,33,1,1,"2017-11-02 01:00:14","991.5"
"microsoft/azuredatastudio","1d1e21b579178534206e0d696365c03f2216f5be","kburtram","2020-05-15 18:05:24","true","Turn-off file extension recommendations (#10431)",911,30,1,1,"2017-11-02 01:00:14","924.21"
"microsoft/azuredatastudio","1f1ea1ab59fa8196379bbb9a5107ef5a5e259960","kisantia","2022-10-11 23:22:38","true","fix sql projects vscode extension not activating because of not finding azdata (#20814)",510,59,1,1,"2017-11-02 01:00:14","1800.93"
"microsoft/azuredatastudio","0833de1e7cfb76ac3d5a44d2f85157818a5cb9ce","cssuh","2020-07-17 19:00:28","false","Merge branch 'ads-main-vscode-2020-07-15T23-51-12' into main",960,32,1,1,"2017-11-02 01:00:14","986.25"
"microsoft/azuredatastudio","ea464abaafc6f833eee23c7191ab9a4be7c94c55","udeeshagautam","2019-05-30 22:34:11","true","show not supported message for backup for Azure (#5762)

* show not supported message for backup for Azure

* Adding PR comments",950,19,0,1,"2017-11-02 01:00:14","574.15"
"microsoft/azuredatastudio","3cde070d3bbc4b8af7b05db451082e1b8cb7b9dc","YurongHe","2019-02-07 19:46:59","true","Added submit spark job to data service context menu (#3968)",790,15,0,0,"2017-11-02 01:00:14","461.03"
"microsoft/azuredatastudio","f59ed49b2ad52a194e8cda23d5864dd9dad0776b","smartguest","2022-10-06 00:18:41","true","[Loc] sql and sql-migration xlf updates (#20744)",498,59,1,1,"2017-11-02 01:00:14","1794.97"
"microsoft/azuredatastudio","3239bb429fa73d80576d25820a58d6e15da8eda0","cheenamalhotra","2023-01-13 02:27:10","true","Null Check for errorNumber (#21586)",304,62,1,0,"2017-11-02 01:00:14","1897.31"
"microsoft/azuredatastudio","f72a252fb07ba7f50cac4af38c9d0db296d80fd3","smartguest","2021-07-25 15:25:49","true","removed newspace (#16431)",1041,45,1,1,"2017-11-02 01:00:14","1359.35"
"microsoft/azuredatastudio","7b54abbc96f62cfbbb4c204a0f22ada581994bd5","Charles-Gagnon","2020-08-25 15:45:42","true","Fix connection status badge display (#11933)",985,34,1,1,"2017-11-02 01:00:14","1024.11"
"microsoft/azuredatastudio","7de41a98b4da7628ab9f0e9e375b47c297a25bad","smartguest","2022-05-04 00:15:24","true","[Loc] Sql-migration xlf update for 5-3-2022 (#19280)",584,54,1,1,"2017-11-02 01:00:14","1642.97"
"microsoft/azuredatastudio","b1393ae61537b380e1ca9398853a0f715a78a88a","YurongHe","2019-03-26 00:36:49","true","Disable pySpark3 notebook test to unblock insider build (#4695)

* Disable pySpark3 notebook test to unblock insider build

* Removed unused import",876,17,0,0,"2017-11-02 01:00:14","509.23"
"microsoft/azuredatastudio","d75cf2b657b1091b33d939e5fcd9b94d4b26d458","kisantia","2023-02-24 00:44:08","true","Hookup sqlcmdvar delete (#22018)

* delete sqlcmd variable working

* undo add

* add test",319,64,1,1,"2017-11-02 01:00:14","1938.24"
"microsoft/azuredatastudio","3c8457575557ca3a3a68d53afe85b1105f769343","csigs","2022-02-21 20:21:12","true","LEGO: check in for main to temporary branch. (#18503)",584,52,1,1,"2017-11-02 01:00:14","1570.81"
"microsoft/azuredatastudio","e266bbd56239cea699e2468b2034584e617d3603","alanrenmsft","2021-02-23 17:43:04","true","fix the dashboard toolbar not load issue (#14397)",1044,40,1,1,"2017-11-02 01:00:14","1207.45"
"microsoft/azuredatastudio","a33a24dddfc65111828dc8df867eb14d27e1b89d","rajmusuku","2019-02-22 16:45:17","false","Merge branch 'master' of https://github.com/Microsoft/azuredatastudio",799,16,0,0,"2017-11-02 01:00:14","475.91"
"microsoft/azuredatastudio","5889c600fa0c2e568fb73b51c30021895a7ed195","YurongHe","2018-11-14 21:48:41","true","Resend selectBox change to on against master. PR against nativeNotebook was approved already. (#3215)",607,12,0,0,"2017-11-02 01:00:14","378.12"
"microsoft/azuredatastudio","3bcc2ce334fae03166d0237494360557c5d76214","alanrenmsft","2020-05-28 17:22:30","true","update bdc tab category (#10592)",920,31,1,1,"2017-11-02 01:00:14","937.18"
"microsoft/azuredatastudio","21b913845fa2f0b0e0dd31c86a79deb66922af18","AlexFsmn","2018-08-06 18:54:58","false","Fixed bug where proper file extension wasn't appended to filename. (#2151)

#892",423,9,0,0,"2017-11-02 01:00:14","274.75"
"microsoft/azuredatastudio","0ff8786885ac302ec231bb1ab6697cc2f2254ec2","udeeshagautam","2021-07-15 18:15:44","true","Fixing the error order for Project dialog validation (#16141)

* Fixing the error order for Project dialog

* Taking PR review comments and making the change for open project also",1054,44,1,1,"2017-11-02 01:00:14","1349.47"
"microsoft/azuredatastudio","6b31f2b3f22bfad1863afaaf5c017e53573d955d","chlafreniere","2018-11-15 19:47:03","true","Stop Showing Overview Rulers in Notebooks (#3226)

* Stop showing decorationsOverviewRuler in notebook code cells by setting hidden visibility in css

* Also change overviewRuler options in IEdtorOptions for safety

* address CR comments in css file",616,12,0,1,"2017-11-02 01:00:14","379.03"
"microsoft/azuredatastudio","48ec8e6dd8d4b8d67ce5b5a965a885bd755ff61e","chlafreniere","2020-06-06 00:14:36","true","Bring back hover state setting on cell model (#10758)",959,31,1,1,"2017-11-02 01:00:14","944.47"
"microsoft/azuredatastudio","07ad50670efc204f399ebbe7ca10f2e29169cda8","smartguest","2021-07-28 04:48:24","true","update to sql-database-projects (#16461)",1033,45,1,1,"2017-11-02 01:00:14","1361.91"
"microsoft/azuredatastudio","05f1f8487263a6d84d0c4fed9272470965a6a3c6","csigs","2021-07-19 00:02:16","true","LEGO: check in for main to temporary branch. (#16296)",1050,44,1,1,"2017-11-02 01:00:14","1352.71"
"microsoft/azuredatastudio","5132e620453296be8da6ce3554eb0d541e60379a","kevcunnane","2019-02-01 18:11:45","true","Fix #3734 Notebook cells are shown empty some times even when there is content (#3878)

- Editor layout gets called sometimes when other events happen (and Notebook isn't visible)
- Add in a layout call on re-setting input so the cell is updated. This fixes the problem by laying out once the UI is visible again.

Note: long term, should really be destroying the UI (while preserving the model), then restoring it including scroll selection etc. and hooking back up to the model. That is... much more work, but something we'll need long term to avoid issues where we have many Notebooks open at once. Not in scope for this PR",772,15,0,1,"2017-11-02 01:00:14","454.97"
"microsoft/azuredatastudio","71db7e10b64bf8541a2ea4a6430daecceb884e97","YurongHe","2019-03-22 17:39:44","true","Add notebook integration tests (#4652)

* Add notebook integration tests",891,17,0,0,"2017-11-02 01:00:14","505.94"
"microsoft/azuredatastudio","87574053e03efd7899fae7130a2d7740c0a0b13b","erpett","2022-11-07 22:26:23","true","vbump post release branch split (#21139)",481,60,1,0,"2017-11-02 01:00:14","1832.14"
"microsoft/azuredatastudio","012ab512082a67a981e55b36e7308e336560e9b0","cheenamalhotra","2022-11-02 17:05:13","true","Fix instability when canceling editing connection (#21068)",509,60,1,0,"2017-11-02 01:00:14","1826.92"
"microsoft/azuredatastudio","aa350f7e49c594677bd05dc365fcdbbf4b237602","cheenamalhotra","2023-03-03 20:49:01","true","Enable SQL Auth Provider support (#21903)",312,64,1,0,"2017-11-02 01:00:14","1948.08"
"microsoft/azuredatastudio","453caa92d42242f0747b04aa95236171e610d63a","chlafreniere","2019-06-19 22:02:03","true","Fix for standard in hovering in code cell (#6107)",977,19,0,1,"2017-11-02 01:00:14","593.13"
"microsoft/azuredatastudio","402b50c03bdfa5562c7e376823fa806a380d41cb","chlafreniere","2019-08-03 00:23:49","true","Notebooks: Use much faster json parser when loading notebook initially (#6552)

* Use much faster json parser

* fallback to old json parser",965,21,0,1,"2017-11-02 01:00:14","636.22"
"microsoft/azuredatastudio","80541ce6f07349cecfd88272c7dc3b3e93437795","goyal-anjali","2021-12-06 06:09:41","true","Add telemetry to troubleshoot customer issues (#17748)

* Add telemetry to troubleshoot customer issues

* Updating logerror method calls with custom errors

* Add performance telemetry",544,49,1,0,"2017-11-02 01:00:14","1495.21"
"microsoft/azuredatastudio","90d031052357f20d08b1a1cd47533a8db7b0f706","corivera","2022-11-03 18:01:18","true","Use Existing Install option by default when setting up python on Mac and Linux. (#21093)",491,60,1,1,"2017-11-02 01:00:14","1827.96"
"microsoft/azuredatastudio","b3a16fd0ced5571608c05eb5b5ec3b1ad493f56b","alanrenmsft","2019-02-13 06:13:30","true","Feature/bdc create (#4012)

* initial checkin

* rename

* wizard pages

* target cluster radio button group

* resource strings

* existing cluster picker

* revert changes to unwanted file

* revert unwanted changes-2

* update cluster icon

* settings page

* fix group container

* hyperlink component

* address review comments

* comments part 2",754,15,0,1,"2017-11-02 01:00:14","466.47"
"microsoft/azuredatastudio","6998c8787f5c7bf4378bd41092e218ed74e092a4","csigs","2022-12-20 17:34:28","true","Juno: check in to lego/hb_04604851-bac4-4681-9f74-73de611d6e48_20221220164135572. (#21455)",323,62,1,1,"2017-11-02 01:00:14","1874.94"
"microsoft/azuredatastudio","97c070be138acdd186bf27e1e22859e59c0fa07e","SakshiS-harma","2022-10-22 01:03:49","true","Update packages to fix CG alerts (#20922)

* Update packages to fix CG alerts

* Reverting version bump for vscode-universal-bundler because of build break",512,60,1,1,"2017-11-02 01:00:14","1811"
"microsoft/azuredatastudio","1263a27c1c6050b351e36b8e9909e2fd37373993","kburtram","2019-01-12 00:55:18","true","Fix date in change log to 2019 (#3726)",736,14,0,1,"2017-11-02 01:00:14","435.25"
"microsoft/azuredatastudio","4b7baa652f82c663966fa8115a3ae416056170e4","MaddyDev","2020-11-24 18:47:52","true","update css to remove extra padding (#13491)",1031,37,1,1,"2017-11-02 01:00:14","1118.49"
"microsoft/azuredatastudio","bfe44c1621db394d1c14d01c804c96ee379a5926","kburtram","2018-10-18 14:35:44","true","Update README for October release (#2950)",592,11,0,1,"2017-11-02 01:00:14","346.57"
"microsoft/azuredatastudio","daf81cc9e7698de5547e8fde68153b66b24d2427","kburtram","2022-10-21 21:07:22","true","Fix extension load issues on insider build (#20920)",511,59,1,1,"2017-11-02 01:00:14","1810.84"
"microsoft/azuredatastudio","47c77cc2a73e21b24672cd6eb56157048785f5ad","Charles-Gagnon","2020-03-04 19:55:19","true","Add CredScanSuppressions file (#9438)

* Add cred scan suppressions file

* Fix path",971,28,1,1,"2017-11-02 01:00:14","853.29"
"microsoft/azuredatastudio","071f631c347f1d2d86a89d185b4aa3872d40009b","Charles-Gagnon","2022-06-01 19:47:52","true","Fix null ref in tree (#19589)

* Fix null ref in tree

* Correct type",585,55,1,1,"2017-11-02 01:00:14","1670.78"
"microsoft/azuredatastudio","cdece24123139285de21ab25e9281786fca7d93b","Charles-Gagnon","2023-06-18 17:01:41","true","Enable no-unsafe-assignments for MSSQL (#23407)

* Enable no-unsafe-assignments for MSSQL

* Remove toString",212,67,1,1,"2017-11-02 01:00:14","2052.92"
"microsoft/azuredatastudio","24a425ac64f954386b351b24300a08135c26dac4","lucyzhang929","2021-04-09 22:57:45","true","temp skip failingnb integration tests (#15087)",1060,41,1,1,"2017-11-02 01:00:14","1253.66"
"microsoft/azuredatastudio","344ca478efaba040634f1bc9159f3653b7d17a0a","smartguest","2023-03-10 00:10:31","true","Fix for Edit Data grid newline on multiline strings (#22269)

* Fix for newline replacement

* added proper null regex and null character check

* removed cell class

* removed unnecessary function

* revert back to old check

* change onbeforeeditcell

* small fix to typo in onBeforeEditCell

* made changes based on feedback

* added comments clarifying isDBCellValue",324,64,1,1,"2017-11-02 01:00:14","1954.22"
"microsoft/azuredatastudio","523dd8ad4bb082c745fa88104d2f73bd8ab60b1f","smartguest","2023-09-14 17:10:49","true","Langpack Source update with fix for hashed strings (#24400)

* Initial update to german vscode

* more cleanup for vscode git german.

* added working alias replacer, need to add all string entities

* added aliased bundle strings

* added extension files, need to update package and readme

* added update to changelog, and restored vscode extensions

* added comments",96,70,1,1,"2017-11-02 01:00:14","2138.92"
"microsoft/azuredatastudio","f98c3cdaebe647393cf799a20c670f780c257e97","smartguest","2022-06-17 00:23:36","true","[Loc] update to arc.xlf (#19760)",543,55,1,1,"2017-11-02 01:00:14","1685.97"
"microsoft/azuredatastudio","e3dc417df4c64f4e7295e9d0b0ac24d767e0d6ec","smartguest","2021-07-12 22:58:38","true","Added Sorted Core Strings (#16081)

* added sorted sql xlf and sorting function for i18n

* compiled i18n.js

* fixed space

* simplified i18n.json",1051,44,1,1,"2017-11-02 01:00:14","1346.67"
"microsoft/azuredatastudio","fee9c6e071a30d522fdcea7b85634126d620812a","kisantia","2021-10-27 19:53:38","true","Don't show update project warning for new style sqlproj (#17490)

* don't show SSDT update warning for new style projects

* update strings

* add checks for the 2 other ways to specify msbuild sdk

* add link to docs on how to use project sdk

Co-authored-by: Kim Santiago <kisantia@Kims-MacBook-Pro.local>",535,48,1,1,"2017-11-02 01:00:14","1451.54"
"microsoft/azuredatastudio","65a31de166ae5ac3a3b34e84ac669d41b296f0fc","bergeron","2020-06-03 21:59:54","true","Add readOnly property to InputBoxComponent (#10687)",949,31,1,0,"2017-11-02 01:00:14","942.37"
"microsoft/azuredatastudio","a099b9e72a25888e789f78a3ace875c38312fc38","bergeron","2020-06-11 21:55:33","true","Arc Postgres: Fixes for May release (#10877)",960,31,1,0,"2017-11-02 01:00:14","950.37"
"microsoft/azuredatastudio","71c14a0837861a0b9a441bed954f2fb2d5eccc87","rajmusuku","2018-11-07 22:19:33","true","Output view changes (#3146)

* 1133: Notebook file registration changes

* File registration stuff

* Yarn files

* Outputview Changes

* Misc changes

* Changes to code component name space

* Output view changes

* notebook output view changes

* Latest changes

* Output view changes

* Code review changes on output view

* CSS file and misc changes",635,12,0,0,"2017-11-02 01:00:14","371.14"
"microsoft/azuredatastudio","9cfa1436d91bec0eb53c943322d95d70c54703a1","aasimkhan30","2022-07-07 19:50:52","true","Adding top operations to execution plans (#19902)

* Adding top operations to execution plans

* Adding title to links

* Fixing pr comments

* Hiding top operations icon in execution plan editor

* Reducing outline width, adding separator and removing placeholder text

* Registering TopOperationsTabView",572,56,1,1,"2017-11-02 01:00:14","1706.79"
"microsoft/azuredatastudio","f9e72b0d933ea1de33dd41ab40f35307180b35e8","aasimkhan30","2023-03-20 22:37:47","true","Fixing connection group change for connections (#22379)",317,65,1,1,"2017-11-02 01:00:14","1965.15"
"microsoft/azuredatastudio","5f45c000da833f13d928af77a6fbdf8c60012a38","cssuh","2023-09-09 11:16:05","true","Fix copy on Linux (#24341)

* add return type for copy results from STS

* fix test error

* change Result type to CopyResultsRequestResult

* remove async

* bump data protocol client

* bump dataprotocol client version

* bump version in yarn.lock

* add async back",116,70,1,1,"2017-11-02 01:00:14","2133.68"
"microsoft/azuredatastudio","fe0cff07d6d016d6a8acdb86960b1cee928d53a3","kisantia","2022-03-31 18:08:08","true","Expose refresh projects tree (#18890)

* refresh project tree after apply schema compare to project

* clarify comment",616,53,1,1,"2017-11-02 01:00:14","1610.71"
"microsoft/azuredatastudio","ad61bf987036b769864a7ffaad878f6a43cd6805","kisantia","2023-07-18 22:42:48","true","remove fixed size of schema compare split view (#23910)",200,68,1,1,"2017-11-02 01:00:14","2083.15"
"microsoft/azuredatastudio","d6159a2370d0f1cd18927c0cb17df2efa1341d67","Benjin","2021-11-15 22:40:40","true","Bump tools service (#17671)",544,48,1,1,"2017-11-02 01:00:14","1474.9"
"microsoft/azuredatastudio","9213325dc7c5488856077942b498b90124b7e576","csigs","2023-01-23 17:56:38","true","Juno: check in to lego/hb_04604851-bac4-4681-9f74-73de611d6e48_20230121171613142. (#21690)",312,63,1,1,"2017-11-02 01:00:14","1907.96"
"microsoft/azuredatastudio","a53fdb8bca75612acb7088ecd24e877c35a773c4","csigs","2022-09-14 17:16:02","true","Juno: check in to lego/hb_04604851-bac4-4681-9f74-73de611d6e48_20220914154740040. (#20605)",519,58,1,1,"2017-11-02 01:00:14","1773.68"
"microsoft/azuredatastudio","63dc94009e959a4460d538ce4d48169e7d6542f1","csigs","2021-07-25 21:50:25","true","LEGO: check in for main to temporary branch. (#16432)",1041,45,1,1,"2017-11-02 01:00:14","1359.62"
"microsoft/azuredatastudio","0474a5ca9ef3c25cb5e66c4990824634b2661aec","csigs","2021-07-16 23:04:22","true","LEGO: check in for main to temporary branch. (#16242)",1054,44,1,1,"2017-11-02 01:00:14","1350.67"
"microsoft/azuredatastudio","283686df187c165e8cc81ec00bce43c4168a9de3","erpett","2023-07-26 20:25:38","true","Changelog for 1.45 (#23987)",192,69,1,0,"2017-11-02 01:00:14","2091.06"
"microsoft/azuredatastudio","fcc8a7d642b3e92b3ff8fe0517a44142d2444b21","smartguest","2021-12-08 04:30:45","true","[Loc] added convertcelltypeedit (#17849)",563,49,1,1,"2017-11-02 01:00:14","1497.15"
"microsoft/azuredatastudio","4707c1601c79154b1105f89264a6138832520d3e","Charles-Gagnon","2021-06-23 06:34:01","true","Handle no azdata API in sql db proj extension gracefully (#15873)

* Update db proj ext to handle not having azdata API available

* Fixes

* Fix compile",1053,44,1,1,"2017-11-02 01:00:14","1326.98"
"microsoft/azuredatastudio","47e86e61332d999e9ccd36076ed8b3de728ace40","Charles-Gagnon","2020-09-16 00:15:50","true","Arc public preview updates (#12329)

* Arc public preview updates

* disable PG dashboards again",1008,34,1,1,"2017-11-02 01:00:14","1044.47"
"microsoft/azuredatastudio","86a5cb27b77d370540a31f54d4f02def254d77d5","Charles-Gagnon","2021-02-03 00:15:31","true","Add debounce to pg parameters search filter (#14140)

* Add debounce to pg parameters search filter

* Update tsconfig",1030,39,1,1,"2017-11-02 01:00:14","1186.72"
"microsoft/azuredatastudio","5bf1f640e8e07954573d13b17d00c48f5884d235","halerankin","2021-01-28 23:52:40","true","Notebook - text cell - minimum height fix (#14080)

* Adding minimum height to text cell element so whether empty or occupied with a single line of content, the container is the same height.

* Added styles to remove top padding/margin from first child element and set top-padding of container.

* Switch top padding to  px value

* Removed line-height and min-height as these are no longer necessary to maintain text-cell height.",1043,39,1,0,"2017-11-02 01:00:14","1182.7"
"microsoft/azuredatastudio","5496e9ac3380bc2440e93a4991a649c9da85dbe7","JustinMDotNet","2021-07-15 00:20:12","true","Added missing properties in kustoTreeDataProvider and azuremonitorTreeDataProvider (#16153)",1054,44,1,0,"2017-11-02 01:00:14","1348.72"
"microsoft/azuredatastudio","9e574ae6023e53426c2b5f30b773bd2dbe54876b","zijchen","2022-02-14 23:04:57","true","Database Projects - Add existing file (#18066)

* Add existing file to sqlproj

* Address PR comments

* Fix failing test

* Add convertSlashesForSqlProj to test failure",578,51,1,0,"2017-11-02 01:00:14","1563.92"
"microsoft/azuredatastudio","1cc338c79bb2b852158f76c1678fab0584928605","csigs","2023-03-03 16:52:15","true","Juno: check in to lego/hb_04604851-bac4-4681-9f74-73de611d6e48_20230303164110539. (#22136)",316,64,1,1,"2017-11-02 01:00:14","1947.91"
"microsoft/azuredatastudio","5ff102d531caf35a96f70835a64e17f481af9375","csigs","2021-07-28 03:51:53","true","LEGO: check in for main to temporary branch. (#16450)

Co-authored-by: Karl Burtram <karlb@microsoft.com>",1033,45,1,1,"2017-11-02 01:00:14","1361.87"
"microsoft/azuredatastudio","e2232b67fc62553a7039119a7acb2635bc692d1c","csigs","2021-09-10 15:43:22","true","LEGO: check in for main to temporary branch. (#17041)",697,46,1,1,"2017-11-02 01:00:14","1404.36"
"microsoft/azuredatastudio","d7b9e9ab7805a5d12a085c850a7ed6bc2237974c","kburtram","2018-03-22 21:55:39","true","Add a SQL CARBON EDIT to previous change (#963)",334,5,0,1,"2017-11-02 01:00:14","140.87"
"microsoft/azuredatastudio","9a695b5cddff4ca7f3eab43240dc32ec4b2f91ec","kburtram","2019-01-17 18:28:48","true","Reenable results stream by default (#3752)",748,14,0,1,"2017-11-02 01:00:14","440.98"
"microsoft/azuredatastudio","30fe784b781636f1f2ffd09523611e6ae0f084b7","kburtram","2021-12-15 20:10:21","true","Bump STS to rollback data type changes (#17935)",567,49,1,1,"2017-11-02 01:00:14","1504.8"
"microsoft/azuredatastudio","350e94abfe330d3f862c7729222276359fea0443","kburtram","2022-10-22 08:26:33","true","Revert ""Update packages to fix CG alerts (#20922)"" (#20927)

This reverts commit 97c070be138acdd186bf27e1e22859e59c0fa07e.",513,60,1,1,"2017-11-02 01:00:14","1811.31"
"microsoft/azuredatastudio","d3d594e8267f536c481bb3e4cdfefde56ddfdb59","cheenamalhotra","2023-03-09 17:27:30","true","Revert ""Update @azure/msal-node to 1.16.0 (#22255)"" (#22268)

This reverts commit 87defc0367ba40c43e8b9fe3f10996aa434f9056.",319,64,1,0,"2017-11-02 01:00:14","1953.94"
"microsoft/azuredatastudio","b70f6ad7f252efc333849a9f6463ac4dea9f291c","SakshiS-harma","2023-09-07 22:19:39","true","Add Open file location as an option after an excel file is saved (#24331)

* Add Open file location as an option after an excel file is saved

* Fix test failure",130,70,1,1,"2017-11-02 01:00:14","2132.14"
"microsoft/azuredatastudio","6928904a262ed58936c1e13c0ce8f7d7df1c8e9c","udeeshagautam","2020-07-27 20:28:18","true","Small fixes for output window and test (#11533)

* Small fixes for output window and test

* removing some parts of recent tests that might cause issues",949,33,1,1,"2017-11-02 01:00:14","996.31"
"microsoft/azuredatastudio","0de94ff8a48447c2388d91bee77c203363db7f4c","kburtram","2018-06-27 20:42:08","true","Add ""Schedule Picker"" dialog (#1759)

* Merge master

* Add pick schedule dialog 1

* Add Pick Schedule button to create job dialog

* Cleanup Pick Schedule dialog

* Hook-up onClose event for Pick Schedule

* Code review feedback",429,8,0,1,"2017-11-02 01:00:14","235.82"
